h_county_tract,average_commute_time,average_walk_distance,number_of_commuters
047045000,1973.62970711,503.480001272,478
047045200,1216.69668246,443.242861959,1055
047045300,1322.78672986,458.137406281,422
047045400,1364.35205993,436.731024273,801
047045600,1227.7776618,399.231684469,958
047045800,1828.26987061,514.168102844,541
047046000,966.301963439,283.928706216,1477
047046201,1209.61199696,309.669871991,1317
047046202,1415.65255293,377.106456015,803
047046400,1045.98277425,249.253084771,1103
047046800,1096.61530055,341.331571855,915
047047000,1014.96229379,348.947122562,1273
047047200,901.025510204,277.068021163,1372
047047400,945.168251646,255.137570834,1367
047047600,819.139521308,206.886851177,1713
047047700,852.983926521,388.817704685,871
047047800,761.334834835,206.704180774,1998
047048000,991.7,239.726907502,1430
047048100,1050.2637931,376.839115957,580
047048200,816.274377374,273.357837312,2369
047048400,803.126663977,257.02716272,2479
047048500,935.832840237,342.752577611,676
047048600,1041.47652582,268.463059467,1278
047048800,1139.1028754,377.342549972,1565
047048900,940.299776286,362.193242963,894
047049000,771.384987893,266.393699144,2478
047049100,738.064016173,272.849039863,1484
047049200,1214.86261449,398.799874721,1201
047049300,715.154755508,243.210840691,1861
047049400,882.277721774,275.717193802,1984
047049500,890.48265896,322.814093473,692
047049600,1090.00141743,271.917546282,1411
047049700,769.302547771,265.103106388,628
047049800,1017.66514954,319.778712691,1538
047049900,1051.23362832,464.448874908,565
047050000,845.086640212,267.003271526,1512
047050100,808.651335312,297.413654424,674
047050202,963.841880342,282.715883016,936
047050300,990.381414702,380.756725777,721
047050400,883.539618276,286.268811207,1729
047050500,920.431034483,382.718293477,1044
047050600,892.258383727,295.405010643,1819
047050700,947.210526316,357.734262553,722
047050801,839.726785714,244.17727708,1680
047050803,1236.78769602,335.182410095,829
047050804,877.859813084,251.847809281,1926
047050900,541.912408759,198.807658862,959
047051001,857.244027304,291.651157954,1758
047051002,893.933607521,305.684125159,1702
047051100,736.967044284,281.015402878,971
047051200,783.672321059,270.188420473,2417
047051300,751.46021329,279.005967642,1219
047051400,763.960636183,231.281696482,2515
047051500,1218.28900256,450.729467472,391
047051601,899.025063939,272.604747425,1955
047051602,1150.96345029,396.683380545,1368
047051700,996.848552339,376.262603931,449
047051800,972.06676783,310.340846663,1318
047051900,785.533112583,294.18753497,906
047052000,1007.13630731,292.004924336,1614
047052300,762.986121256,302.714903106,1369
047052500,781.662190083,209.002507099,968
047052600,949.57431629,310.370948619,1682
047052700,667.367455621,239.737412679,1690
047052800,1275.484375,421.117002662,768
047052900,580.859468723,185.549000888,1167
047053000,1088.56183456,340.492327095,1221
047053100,420.759339705,155.753506947,2302
047053200,997.759377859,240.085111818,1093
047053300,494.522328999,189.414697819,1769
047053400,909.165739023,273.616083506,1617
047053500,526.97146933,175.115172508,1402
047053700,650.327586207,263.434000153,928
047053800,939.426765016,257.239090902,1898
047053900,733.82815735,296.359195317,966
047054200,980.866743917,322.315523814,1726
047054300,1856.05128205,601.016236696,156
047054400,1057.32952253,359.278006173,1487
047054500,566.175051335,197.202712097,1948
047054600,862.118214105,276.892505082,1971
047054700,655.076031861,242.946831395,1381
047054800,1220.21848739,311.763594679,952
047054900,815.456876457,314.996157728,858
047055000,1034.72999304,310.496837683,1437
047055100,792.404913558,349.71578127,1099
047055200,1039.86911765,274.524130373,1360
047055300,858.968013468,287.461812358,594
047055400,781.856976065,192.191567522,1713
047055500,878.569544365,359.50820334,834
047055600,1131.38172805,368.999302306,1412
047055700,1210.43811881,561.264095044,404
047055800,1385.61875,446.932949506,960
047056000,1100.68774704,324.475204577,1518
047056100,817.027282267,336.532129105,953
047056200,1752.93811075,482.319442959,614
047056300,957.202479339,419.808240957,968
047056400,1274.645,260.4109553,1000
047056500,890.243902439,337.399203629,943
047056600,1294.4516129,329.065160885,1023
047056800,1415.11126374,356.474505969,728
047056900,1202.78251599,503.52379372,469
047057000,1244.20127796,340.688135121,1252
047057100,703.265866209,296.682629399,1166
047057200,1048.44330454,245.401345949,1852
047057300,951.743338008,395.152454902,713
047057400,1506.44158628,409.851205916,933
047057500,785.316945607,316.733999244,956
047057600,1344.07317073,414.72733924,1025
047057800,1203.47593583,298.81049049,1122
047057900,1444.19222904,808.046069358,489
047058000,1235.62445031,262.936255288,1137
047058200,1288.09645669,325.438247194,1016
047058400,1060.9875,299.7430131,1440
047058600,1403.72872996,320.762619276,811
047058800,1127.98546289,332.088987044,1307
047058900,1348.58752515,568.765440128,497
047059000,1701.25832013,471.660414772,631
047059100,793.252410167,397.141046805,1141
047059200,1178.48452124,362.36064844,1389
047059300,949.957290133,322.490636273,679
047059401,871.237188873,264.678738383,2732
047059402,1040.36699779,242.34477578,1812
047059600,1280.51779359,271.125874735,1124
047059800,1399.84099198,343.691152925,1371
047060000,867.3503772,279.371941491,2386
047060600,1272.09971237,346.940744764,1043
047060800,1235.16196137,363.837471086,1346
047061002,1052.63607393,332.403855575,1569
047061003,1760.59224806,532.746551657,645
047061004,836.957681693,236.909227472,2174
047061200,2148.6,773.749017235,475
047061600,1921.63147793,467.421854817,521
047062000,1840.01375516,424.146901603,727
047062200,1502.31560284,343.475409387,1128
047062600,1217.76123128,358.271940205,1202
047062800,980.106060606,245.387261529,2244
047063200,1720.5777027,445.007052795,592
047063600,1555.95476575,371.585685789,619
047063800,1329.16216216,357.53116443,666
047064000,1581.62849873,410.119608132,786
047064200,1438.78857715,458.273568331,998
047064400,1337.10295728,343.72568999,913
047064600,1322.02811621,378.234199673,1067
047064800,1412.24826904,417.358735777,1011
047065000,1555.6962963,331.119898178,675
047065200,1617.68249258,340.980623111,674
047065400,1394.27737226,347.051944953,822
047065600,1475.60311284,392.389119495,1028
047065800,1375.78485577,428.012405869,832
047066000,1800.50749712,430.17259505,867
047066200,1444.84153846,302.788627367,650
047066600,5106.37062937,1602.13170397,143
047067000,1149.57692308,230.915561017,1404
047067200,1563.08885542,353.556496455,664
047067400,1068.31540848,246.971073757,967
047067600,1463.23957092,307.070523474,839
047067800,1221.86403162,290.100355433,1265
047068000,1463.90567854,332.778816711,1039
047068200,1266.11478117,288.012508589,1211
047068600,1682.44836957,352.039847447,736
047068800,1549.62542182,350.945315137,889
047069000,1644.80120482,301.086573541,996
047069200,1477.25972851,367.513429054,1105
047069601,1143.20357634,312.139681934,1454
047069602,904.28200569,217.743940873,2812
047069800,1751.27312775,433.703060436,681
047070000,1635.36632537,295.161547563,879
047070201,984.52687039,226.525601566,2847
047070202,4641.68987342,2206.37934771,158
047070600,1528.839701,532.548026571,1204
047072000,1316.53861386,379.375463767,1010
047072200,1324.72072937,303.972309966,1042
047072400,1125.72833724,258.925755498,854
047072600,1328.31697743,351.254709666,1019
047072800,1023.18227666,252.272807864,1388
047073000,1394.88201161,277.922921415,1034
047073200,1182.24691358,293.220109153,972
047073400,1333.71024735,453.87191111,849
047073600,1235.39555203,249.032503968,1259
047073800,1283.05172414,294.409557308,1392
047074000,1053.26647564,282.571371975,1396
047074200,1193.0467033,406.667888968,1456
047074400,1023.01322314,245.34930328,1210
047074600,1350.98536036,318.819759448,888
047074800,1334.85618729,264.882566264,897
047075000,1120.74914966,295.14574794,1176
047075200,1900.50864198,537.852256826,405
047075400,1390.33063428,393.727475905,741
047075600,1311.83986562,365.038965528,893
047075800,1673.35496183,588.103078487,786
047076000,1048.91810345,278.392654837,1392
047076200,1018.92086835,228.211112887,1428
047076400,902.307971014,273.057237586,1656
047076600,1252.43680297,358.080891745,1076
047076800,961.935578331,257.774819851,1366
047077000,1067.35193519,344.882135784,1111
047077200,1049.28602941,307.62049845,1360
047077400,1088.70881503,251.443936263,1384
047077600,892.141370869,291.449065446,1634
047078000,1067.41127542,303.858055223,1082
047078200,1026.16160389,339.246392868,1646
047078400,1270.15949119,353.993231081,1022
047078600,889.090163934,200.232580888,1708
047078800,1053.24116424,275.940185551,1443
047079000,790.528414299,233.787932423,2182
047079200,1005.50254545,326.136844767,1375
047079400,1247.0177665,441.107353163,788
047079601,964.923076923,298.898694078,1690
047079602,860.721236405,302.57968458,1747
047079801,946.206951027,307.031290417,1266
047079802,806.621411192,237.253023829,2055
047080000,933.196551724,297.790673852,1160
047080200,859.793577982,257.261254254,1526
047080400,1148.85321101,309.031885031,1090
047080600,1130.04132231,401.259588012,1089
047080800,3333.52777778,983.706674706,144
047081000,1215.49668874,422.305015833,755
047081400,1240.42497482,412.264748184,993
047081600,1241.14730539,394.397820538,835
047081800,929.22134905,254.476464023,1527
047082000,951.043343653,285.811105155,1615
047082200,753.093995859,260.79939023,2415
047082400,886.836770772,218.339663288,1697
047082600,784.855935972,172.046818178,2249
047082800,948.897208986,234.946592188,1469
047083000,736.726495726,179.529350192,2340
047083200,1196.67766777,329.079283588,909
047083400,1280.55729795,327.998858947,829
047083600,1515.04025974,442.142929722,770
047083800,1215.83995816,251.358763747,956
047084000,1200.27091633,203.794091453,1004
047084600,1551.88304862,263.148858179,761
047084800,1481.82300885,320.839957909,791
047085000,1703.32307692,455.854664892,715
047085200,3850.79487179,1425.46368681,156
047085400,1264.65357143,435.86224154,840
047085600,983.252290345,314.253386044,1419
047085800,1307.51061453,479.512110849,895
047086000,1248.43079316,311.517059968,1286
047086200,1258.62761506,306.063870191,1195
047086400,1410.79319042,318.682018583,793
047086600,1253.59422904,410.977466924,1109
047086800,1234.71637694,328.777450597,1093
047087000,1144.98529412,351.433799268,1156
047087200,1033.96884498,295.438222609,1316
047087401,1103.25475975,388.323223348,1103
047087600,1435.6202346,532.392077877,682
047087800,1138.30272452,302.274249273,991
047088000,1100.34179894,320.787909734,945
047088200,842.365853659,280.835054351,2173
047088400,927.273067332,271.457811397,1604
047088600,1112.63205128,346.501970901,1560
047088800,1170.32767162,306.985632914,1413
047089000,962.740808824,279.869221504,1632
047089200,981.591056911,265.310905562,1230
047089400,1003.54815574,229.371246286,976
047089600,1080.44335415,369.551512196,1121
047089800,1291.23891273,404.118797325,699
047090000,855.195571956,247.984094419,1626
047090200,1143.80437158,378.099850511,915
047090600,1096.319166,430.691634785,1247
047090800,1143.87927107,447.578335613,878
047091000,1022.31748879,298.264568481,1115
047091200,946.289617486,334.722557362,1647
047091600,1123.0,380.44690681,1271
047091800,1091.02118644,353.864380447,944
047092000,1128.93146718,368.952458515,1036
047092200,871.173254836,227.94516208,1189
047092400,1197.7394297,411.087727053,1017
047092800,1358.35601118,482.770552136,1073
047093000,1227.66100094,237.07153612,1059
047093200,1757.6427256,428.091894832,543
047093400,1376.19584245,260.46063811,914
047093600,1514.20659971,328.817261075,697
047093800,1519.46461187,339.741779053,876
047094401,1290.59287339,370.840768575,1319
047094402,1167.52504638,287.483034956,1078
047094600,1329.74131737,258.000660014,835
047095000,1165.43081761,295.58664781,1272
047095400,960.876096491,263.020035264,1824
047095600,1070.00503778,298.79406817,1588
047095800,1124.53195739,394.810530835,1502
047096000,3943.25954198,1226.51687562,131
047096200,1718.22526636,435.46015897,657
047096400,1332.34501643,368.377205535,913
047096600,1389.98306878,489.841981404,945
047096800,1349.09496403,374.043628743,695
047097000,1217.46066135,385.97179267,877
047097400,1329.18044237,390.480045243,859
047098200,962.265140325,266.7921334,1354
047098400,1591.59831461,487.972545882,712
047098600,1311.77903683,390.114734321,1059
047098800,1308.87203791,363.871713472,1055
047099000,1753.81918239,544.457704153,636
047099200,1431.04516939,391.347211063,797
047099400,1478.73997709,479.290986761,873
047099600,1179.45182482,304.715132884,1370
047099800,1067.15389258,245.271092167,1657
047100400,1191.7318142,242.899177294,1141
047100600,1348.1468599,306.800251694,1035
047100800,1371.49478079,306.658050991,958
047101000,1601.75883069,358.793136226,821
047101200,1411.64576074,402.008407883,861
047101400,1397.19417476,487.535166307,824
047101600,1560.76339286,542.712563931,672
047101800,1323.71758242,383.627067338,910
047102000,1457.27427962,453.189307555,937
047102200,1395.55235903,375.005198196,869
047102400,1543.40382452,426.05490195,889
047102600,1564.26391753,453.462048708,970
047102800,2037.15764331,678.662528361,628
047103400,1337.65590551,384.066437161,1270
047105801,822.435656263,179.637494462,2339
047105804,1009.19759926,238.69583411,2166
047107000,2248.77777778,469.656148354,279
047107800,752.287909152,193.145474588,1497
047109800,1472.36056838,468.371132051,563
047110400,965.128479657,234.038351064,1401
047110600,998.467782427,238.91059299,1195
047111000,1197.48467433,334.241024737,1044
047111600,1368.71291866,426.158508651,1045
047111800,1242.88778055,403.80596998,802
047112000,1268.95911215,359.848866558,856
047112200,1289.39493949,330.69780906,909
047112400,1182.77637948,313.269093871,1033
047112600,1129.61172161,289.781542916,1092
047112800,1068.09608844,302.456486234,1176
047113000,925.609865471,268.109458258,1338
047113200,902.525291829,295.516475312,771
047113400,1431.6875,515.769009317,656
047114201,1265.0173913,463.205578504,460
047114202,1066.29503546,332.217498063,705
047114400,1202.68473609,451.855294401,701
047114600,1165.43301435,346.068460489,836
047115000,1243.31571429,414.136125198,700
047115200,1052.45949535,305.047953179,753
047115600,1175.35912532,372.578791869,1189
047115800,1123.09952038,395.826436216,834
047116000,1172.61557478,403.326317889,809
047116200,1004.32156368,321.577257629,793
047116400,1219.30559006,386.507490486,805
047116600,1167.69647059,325.39288405,850
047116800,1610.68342644,505.063848824,537
047117000,1518.21024735,521.060145645,566
047117201,1480.31653543,527.99087836,635
047117202,1192.15868263,382.230416234,1002
047117400,1090.33570702,323.949461644,983
047117601,1340.18652038,416.634904458,638
047117602,1246.40296496,364.096552175,742
047117800,1888.32281553,556.770542374,412
047118000,3311.15384615,1085.10079737,78
047118201,1355.35978112,377.998310861,731
047118202,1244.20630372,368.984005891,698
047118400,1236.70386266,339.970492574,1165
047118600,1488.53951368,499.676223688,658
047118800,1197.30061983,321.508659292,968
047119000,1638.13458262,537.688099267,587
047119200,1191.16148325,452.283931223,836
047119400,1066.31,347.774637825,1100
047119600,979.586956522,236.232470998,1380
047119800,1202.03985056,412.378856936,803
047120000,1377.88945578,434.267495676,588
047120200,1401.671875,305.98659557,512
047120800,789.986708366,278.608727097,2558
047121000,1074.70380435,354.896672216,1104
047121400,1241.49203374,404.293433397,1067
047122000,1040.53646477,290.601965337,1618
047123700,616.854916067,228.634139746,1668
047150200,1086.69203223,338.760942669,1117
047152200,1058.80594243,292.37846303,1077
061000201,576.965356774,232.56051875,1934
061000202,329.900185989,93.6504103436,4839
061000600,209.471023779,65.0872124168,7023
061000700,106.825364197,39.1146400975,11189
061000800,210.842398427,95.481933115,6104
061000900,290.340688733,123.198365924,2991
061001001,726.90601244,287.578893738,1447
061001002,461.75585091,173.395881734,3461
061001200,382.342819758,147.207946842,3057
061001300,155.186019642,52.7738779333,6924
061001401,403.277888051,160.026902963,2519
061001402,328.57777001,111.650510237,2861
061001501,186.37630662,73.0352360142,6314
061001502,126.500780356,50.9918649861,9611
061001600,191.331845712,78.7200673992,6274
061001800,185.893420492,70.173548452,7037
061002000,544.2274767,190.856355433,2897
061002100,112.473414237,36.954022449,7993
061002201,266.171090387,109.784709834,5576
061002202,414.729821902,135.4502621,2639
061002400,468.466236054,125.66034127,3406
061002500,459.846103684,228.090925352,3067
061002601,392.91409238,142.852468249,3399
061002602,286.866543665,89.3925036713,4878
061002700,617.918566775,285.445816921,1228
061002800,257.075331,73.4508446372,6571
061002900,207.295393474,86.9909232026,5210
061003001,224.338873338,83.8868342179,5716
061003002,313.322619405,123.531796753,3329
061003100,0.0888888888889,0.133333333333,45
061003200,157.999891658,72.6714375676,9230
061003300,166.515507377,59.6192403285,6642
061003400,152.163768116,57.1623252913,8280
061003601,318.864159416,125.456703772,3563
061003602,315.360968661,128.212856701,3510
061003700,262.550134048,96.8101211672,3730
061003800,126.833886431,55.2648915026,10848
061003900,184.453425712,78.0362480205,6495
061004000,139.198863636,56.481737133,9504
061004100,162.845330868,62.1603175808,7571
061004200,252.942486085,98.6532657381,3773
061004300,189.279408979,65.0116079868,5279
061004400,88.7258153983,34.6907924651,18028
061004500,488.165033911,183.008985749,1327
061004700,288.361134752,113.935694901,3525
061004800,172.332143348,69.3118960776,7283
061004900,196.127678413,73.8507843353,5647
061005000,147.781152868,57.6308334495,7078
061005200,181.99828408,66.7777083937,5245
061005400,172.577616187,71.597415736,6326
061005501,232.313107371,89.034073058,4219
061005502,308.947238832,112.227896432,2843
061005600,226.382705293,81.3162656829,4591
061005700,255.090715048,84.970620154,3748
061005800,182.891952438,72.97375527,5803
061005900,197.805434783,77.9523555393,5520
061006000,282.551204819,118.421835291,4648
061006100,199.631400677,77.3468089228,5019
061006200,476.469879518,220.82326636,2573
061006300,159.7778721,66.0656197261,7068
061006400,138.126888218,59.0584502478,9930
061006500,178.060280175,71.7827072933,7067
061006600,123.241562745,52.5492881192,11467
061006700,149.027034121,58.6024813665,7620
061006800,134.922049257,48.8695051926,8608
061006900,303.171990172,150.780761213,3256
061007000,125.455050886,46.402494039,10612
061007100,181.984670177,67.8936262395,6458
061007200,108.573315074,42.7082857561,10223
061007300,145.604526649,53.6825721978,8218
061007400,182.570029564,74.9884165358,5412
061007500,243.94947408,92.5139695092,5324
061007600,276.015952733,106.971152874,3385
061007700,149.785395487,60.0483320797,8066
061007800,153.566423519,58.9199598821,9048
061007900,224.894042232,97.7359291934,5304
061008000,169.637542007,66.6761622381,6249
061008100,128.098386776,44.5274299894,10042
061008200,195.0,88.3176658535,4612
061008300,252.706800904,96.914007554,4867
061008400,316.160140955,124.29014979,2554
061008601,374.870251974,137.119330388,2659
061008602,2308.67206478,1032.2442648,247
061008603,270.847820966,118.39003474,4245
061008700,154.418371052,58.0202085889,8263
061008800,140.588220829,51.9149052407,8133
061008900,203.583935018,81.5322790277,6648
061009000,133.820746335,58.9058565791,9004
061009100,142.184276654,53.9902526294,8357
061009200,231.350436121,93.6394839591,3898
061009300,148.792879288,54.7482595965,9999
061009400,440.326568266,173.569058783,1084
061009500,277.713431986,104.443769953,3514
061009600,325.062465753,144.543107821,1825
061009700,345.759524387,167.716388233,4121
061009800,130.065695865,48.3248906697,8996
061009900,218.975893459,92.9013037493,5932
061010000,259.842767296,88.2164838367,3180
061010100,355.838484546,123.821603827,2006
061010200,433.27107438,142.355802771,1210
061010300,316.219944082,135.617319089,3219
061010400,495.781841933,202.460985389,1531
061010601,210.407644385,99.0925579466,5939
061010602,227.161758429,98.6253870397,4686
061010800,121.170314568,45.8894614602,9823
061010900,573.182256509,225.052109997,1037
061011000,143.940683044,55.3206013612,8345
061011100,206.414505029,85.2948429674,5667
061011201,523.662301861,192.232127705,1451
061011202,766.179271709,269.851778805,714
061011203,495.904589372,169.591213963,1656
061011300,472.759191176,154.117920755,1088
061011401,566.916666667,203.517576907,1272
061011402,303.601691657,91.2819671581,2601
061011500,262.40241397,99.0451482749,3894
061011600,297.335486959,125.223738119,4179
061011700,268.982175503,112.845943693,4376
061011800,136.585717406,55.9028819725,9158
061011900,537.286089239,200.878119328,1524
061012000,290.135169357,99.6095797706,3159
061012100,121.193900848,49.0749829428,12264
061012200,340.134517766,138.941074037,2758
061012400,135.145743395,51.3131652726,11582
061012500,203.42643195,66.0182653505,3806
061012600,106.680759211,44.276505647,13435
061012700,147.114046997,61.1586632457,9575
061012800,226.386685552,82.4425097931,4942
061012900,202.414574899,93.0102491662,7410
061013000,359.545282304,142.927532592,2639
061013100,205.74467576,64.6202320048,4179
061013200,139.056846226,55.2784287985,11751
061013300,145.371807967,60.7116342805,8811
061013400,115.812209842,39.6034229101,12924
061013500,189.057937428,73.6622420406,8630
061013600,120.321471922,48.1509885193,15653
061013700,137.375338579,44.5934510345,7753
061013800,100.695690653,35.1326016731,14689
061013900,107.992833517,44.1288371128,12698
061014000,159.749761353,53.35465348,7333
061014200,363.132106474,128.782579906,3043
061014300,1976.41118421,879.830599868,304
061014401,279.406906023,107.469661093,5097
061014402,212.781701663,88.4133446312,7334
061014500,211.588906724,79.0331402646,5607
061014601,212.086365242,74.193871989,5662
061014602,150.618821794,54.3085549606,9489
061014700,282.976756471,129.367885565,3786
061014801,323.962425008,84.5936138964,3167
061014802,175.335874568,53.3116048542,6952
061014900,187.595087719,58.7967735032,5700
061015001,464.434489403,160.725175159,2076
061015002,261.654961832,98.4896721285,3930
061015100,201.117625942,82.1506402769,8357
061015200,254.714848883,79.3599280767,6849
061015300,128.635732201,43.7432734488,10366
061015400,109.511202678,41.3136528345,15532
061015500,156.802699027,58.9330959248,9559
061015601,222.585849615,79.0927178947,6756
061015602,599.575578533,220.867169985,2031
061015700,118.000161629,36.3868201303,12374
061015801,225.58677972,76.8568837402,5779
061015802,279.19990005,75.6890244932,4002
061015900,130.689478417,38.2761005685,11120
061016001,359.304320796,129.331016617,3217
061016002,398.129643388,132.759112162,2692
061016100,179.660442073,69.7747080084,7872
061016200,325.357855763,127.259937338,6212
061016300,191.327434771,53.0030340743,7742
061016400,357.303088392,130.439512022,4695
061016500,196.490124667,64.5331708857,7139
061016600,297.905616779,109.640840977,5626
061016700,199.826571867,64.7749492246,7173
061016800,436.543968433,142.701679889,3548
061016900,173.853365385,53.7885131781,9568
061017000,339.142243793,112.423706354,5357
061017100,159.255389541,55.7892308678,9370
061017200,408.895419847,127.810540379,3930
061017300,185.509299333,61.6504334621,8549
061017401,485.403618216,185.230578935,3206
061017402,605.731540342,223.140607765,2045
061017500,165.460479621,57.2477224778,9299
061017700,200.478500551,76.1009650622,8163
061017800,544.753980174,195.539665757,3329
061017900,162.552423089,56.4033836341,9719
061018000,366.282701278,151.392234206,4931
061018100,196.726444129,65.0471455555,8448
061018200,372.922162405,110.27303206,4458
061018300,172.010437486,52.4205910945,9006
061018400,354.717603912,121.974260717,4908
061018500,271.900540749,99.988093173,5178
061018600,458.312205189,152.202109188,3392
061018700,180.155437666,68.4091225311,9425
061018800,462.120965555,172.90179566,3687
061018900,206.42165493,65.4435870683,9088
061019000,461.08086785,151.139233411,3042
061019100,183.415723136,55.3800104323,9362
061019200,763.539831766,311.765156164,2021
061019300,231.673163775,80.583181305,8414
061019400,421.178099593,145.094527947,3936
061019500,213.536770281,59.1540504235,7914
061019600,557.633809099,163.313574581,2242
061019701,1064.07681159,389.279790049,690
061019702,532.709961686,184.532295756,2610
061019800,567.140295831,210.892298789,2231
061019900,220.84295612,63.7073249357,6495
061020000,535.389677419,208.288399307,2325
061020101,1048.82517483,347.671201376,715
061020102,379.899763593,122.752208612,4230
061020300,690.414003044,200.038206634,1314
061020500,416.253618421,141.488428717,3040
061020600,563.677842004,230.281193384,2595
061020701,411.928243638,146.596720007,2397
061020800,392.929836995,153.591310507,4233
061020901,574.875286041,186.100625126,2622
061021000,376.383485099,146.113587882,4832
061021100,214.31843446,73.1160552102,8636
061021200,416.743086069,132.25623927,3869
061021303,367.709568733,142.100871126,4452
061021400,578.517009094,186.145985466,2969
061021500,496.190186125,178.176304505,2955
061021600,244.121536962,78.0810165373,7183
061021703,2276.18446602,700.745213407,206
061021800,269.381372376,86.5463020553,5669
061021900,462.580211082,141.98196288,3790
061022000,320.391354689,124.329953784,5182
061022102,549.069536424,177.443901866,2416
061022200,507.232402235,172.605718351,2685
061022301,364.036545455,93.3732997208,5500
061022302,638.018677624,242.67677109,2677
061022400,419.897031103,165.798988785,4244
061022500,280.545680303,85.9844594315,7651
061022600,495.778665847,184.513212121,3253
061022700,405.058150397,131.204144154,4282
061022800,404.698914582,126.670223344,4238
061022900,325.765656255,86.6728927824,6499
061023000,359.466040956,130.925035492,5860
061023100,315.255362805,86.1539534382,5361
061023200,389.920298165,124.057778773,5232
061023300,370.401717209,117.209031115,5474
061023400,443.435361217,129.422189956,4208
061023501,427.746319607,126.176348341,4687
061023502,918.383906634,343.85314239,1628
061023600,424.814377407,117.922294433,3895
061023700,406.440914867,119.749389232,5509
061023801,195.056189269,65.4825628803,7101
061023802,548.760814249,299.758944403,1965
061023900,718.571565802,181.146618419,2082
061024000,2942.29288703,1023.95671689,239
061024100,343.812158357,76.272712959,6037
061024200,639.984238179,217.329386381,2284
061024301,577.935862069,140.77232547,2900
061024302,633.283264528,237.572411219,3149
061024500,225.581876633,63.5800867198,9954
061024700,395.028969763,121.510910444,5523
061024900,1177.72595078,330.091556886,894
061025100,807.369187675,173.185844122,1785
061025300,258.298474178,68.3796117766,8520
061025500,462.869565217,186.643018938,4922
061025700,375.52004008,142.919723573,3992
061025900,442.650388457,128.611228182,3604
061026100,358.592119779,107.479831434,6345
061026300,342.262582057,87.0615080671,5941
061026500,331.207219662,87.520647479,6510
061026700,1099.51643945,341.317866367,1247
061026900,473.692837169,120.077937663,4649
061027100,375.555213148,102.722802656,5841
061027300,291.313100437,75.6825761509,6870
061027500,488.339159927,151.475652283,3833
061027700,566.731794872,132.920789276,3900
061027900,311.36503338,72.18118052,7939
061028100,568.730402705,148.800518771,3253
061028300,408.908104323,107.83736729,5713
061028500,477.220120557,133.969905656,4811
061028700,507.854631005,178.622682876,4038
061029100,368.141445821,106.738379743,6377
061029300,424.804259439,107.846093148,5165
061029500,319.563396609,89.2546186928,6901
061029700,3399.64593301,1354.33906047,209
061029900,740.811748999,196.714696621,2247
061030300,469.936757936,106.355294412,4127
061030700,506.427807487,158.237153829,3740
061030900,523.664254329,143.676693783,3869
061031100,3449.94907407,1023.32273085,216
061031703,127.690888593,57.0282190544,9757
061031704,149.471357326,65.9998005351,7419
061031900,2178.53703704,746.216048033,162
081000100,1059.55360624,353.209790616,513
081000200,1622.64204545,428.305551577,528
081000400,1399.19893617,405.224191768,940
081000600,1695.47254335,640.459608326,692
081000700,811.368421053,312.045121986,798
081000800,1830.39568345,538.496224305,556
081001000,1574.27380952,493.171042464,588
081001200,1398.68215159,410.175727732,818
081001400,1429.41995074,415.066117818,812
081001600,1767.34263566,627.547676806,645
081001800,1573.73056995,449.815895489,579
081001900,1342.2244898,398.942835352,245
081002000,1784.08176101,497.074855029,477
081002200,1767.11154599,496.872047186,511
081002400,1762.66034483,556.400639537,580
081002500,825.884681583,271.082975185,1162
081002600,1809.53923541,554.760470702,497
081002800,1583.9902507,516.165193613,718
081003000,1870.52279635,630.203206617,329
081003100,1307.70134228,488.540660265,298
081003200,2062.53810624,546.564794889,433
081003300,919.516516517,399.268628473,666
081003400,1850.29861111,543.271835037,432
081003600,1771.78836834,619.071529411,619
081003700,1937.54887218,634.377121599,133
081003800,1837.6741573,528.621087166,445
081003900,1372.48055556,450.602450751,360
081004001,1743.9640592,473.491152584,473
081004002,2131.87108014,504.394284298,287
081004200,1543.74854651,486.65998036,688
081004300,1528.01002004,652.627534028,499
081004401,1724.31672026,452.82145028,622
081004500,1338.16598361,444.433448738,488
081004700,1080.24675325,332.072133395,693
081005000,4036.81651376,1300.16395185,109
081005100,1059.60038241,422.127167453,523
081005200,1648.0487395,457.63325982,595
081005300,1007.52093596,356.330319122,812
081005400,1229.01759259,405.149229399,1080
081005500,1296.60223048,435.575270675,269
081005700,1170.97050938,397.138289221,746
081005800,1238.2657563,405.19453358,952
081005900,1015.19623234,388.810382077,637
081006100,1084.48537378,437.092906311,923
081006201,1292.05451128,273.267666791,1064
081006202,1464.61049724,439.982913179,1086
081006300,1045.16523868,341.874617295,817
081006501,1484.35663082,486.187851603,558
081006502,1083.86160714,403.110346076,672
081006900,1010.2564433,320.246733062,776
081007100,1166.26822157,377.8389853,686
081007300,1211.73060649,394.541433512,709
081007500,967.838668374,341.182957149,781
081007700,1388.32335329,470.602054679,334
081007900,1246.98099415,398.376071307,684
081008100,1433.86872587,477.06255366,259
081008300,1201.75093633,358.402286445,534
081008500,1495.36614173,628.197202917,254
081008600,1466.47368421,422.277024259,684
081008700,1212.26736111,363.741623989,864
081008800,1386.48050139,436.452753303,718
081009100,1252.45068285,434.289328326,659
081009400,1524.14934114,347.485959301,683
081009500,1468.66893424,557.894683168,441
081009600,1527.86657102,436.238932448,697
081009700,1248.07453416,423.372280728,644
081009800,1434.86175115,312.602378861,651
081009900,3045.67857143,1182.22755343,84
